anime_id,name,genre,type,rating,content
7775,Futatsu no Kurumi,Drama,Special,6.67,Futatsu no Kurumi Drama Special
10118,Ginga Tetsudou 999: Jikuu wo Koeta Energy no Tabi,Adventure  Drama  Sci-Fi,ONA,6.67,Ginga Tetsudou 999: Jikuu wo Koeta Energy no Tabi Adventure  Drama  Sci-Fi ONA
5276,Happy Happy Clover,Comedy  Fantasy  Kids  Shoujo,TV,6.67,Happy Happy Clover Comedy  Fantasy  Kids  Shoujo TV
33421,Hitori no Shita: The Outcast,Action  Super Power  Supernatural,TV,6.67,Hitori no Shita: The Outcast Action  Super Power  Supernatural TV
11101,Honoo no Alpenrose,Drama  Historical  Romance  Shoujo,OVA,6.67,Honoo no Alpenrose Drama  Historical  Romance  Shoujo OVA
1085,Interlude,Adventure  Horror  Mystery,OVA,6.67,Interlude Adventure  Horror  Mystery OVA
3436,Meme Iroiro Yume no Tabi,Adventure  Kids  Sci-Fi,TV,6.67,Meme Iroiro Yume no Tabi Adventure  Kids  Sci-Fi TV
1062,Nekojiru Gekijou Jirujiru Original,Action  Comedy,TV,6.67,Nekojiru Gekijou Jirujiru Original Action  Comedy TV
2710,Nintama Rantarou Movie,Comedy  Shounen,Movie,6.67,Nintama Rantarou Movie Comedy  Shounen Movie
10886,Nurarihyon no Mago: Jump Super Anime Tour Special,Action  Demons  Shounen  Sports  Supernatural,Special,6.67,Nurarihyon no Mago: Jump Super Anime Tour Special Action  Demons  Shounen  Sports  Supernatural Special
32359,Pokemon XY&amp;Z: Subete no Nazo wo Tokiakase!,Action  Adventure  Fantasy  Kids,Special,6.67,Pokemon XY&amp;Z: Subete no Nazo wo Tokiakase! Action  Adventure  Fantasy  Kids Special
6609,Pucca (2006),Comedy  Parody  Romance,TV,6.67,Pucca (2006) Comedy  Parody  Romance TV
5288,RahXephon Specials,Action  Drama  Mecha  Music  Mystery  Romance  Sci-Fi,Special,6.67,RahXephon Specials Action  Drama  Mecha  Music  Mystery  Romance  Sci-Fi Special
197,Rizelmine,Comedy  Ecchi  Romance  School  Sci-Fi,TV,6.67,Rizelmine Comedy  Ecchi  Romance  School  Sci-Fi TV
31593,Rokka no Yuusha Picture Drama,Action  Adventure  Fantasy  Magic  Mystery,Special,6.68,Rokka no Yuusha Picture Drama Action  Adventure  Fantasy  Magic  Mystery Special
3735,Ryuuseiki Gakusaver,Action  Comedy  Mecha  Parody  School  Sci-Fi  Space,OVA,6.67,Ryuuseiki Gakusaver Action  Comedy  Mecha  Parody  School  Sci-Fi  Space OVA
9916,Samurai Giants,Sports,TV,6.67,Samurai Giants Sports TV
28283,Sengoku Musou,Action  Historical  Samurai,TV,6.67,Sengoku Musou Action  Historical  Samurai TV
1012,Sexy Commando Gaiden: Sugoiyo!! Masaru-san Specials,Comedy  Martial Arts  School  Shounen,Special,6.67,Sexy Commando Gaiden: Sugoiyo!! Masaru-san Specials Comedy  Martial Arts  School  Shounen Special
3410,Sky Girls Specials,Comedy  Mecha  Military  Sci-Fi,Special,6.67,Sky Girls Specials Comedy  Mecha  Military  Sci-Fi Special
9494,Soukyuu no Fafner: Arcadian Memory,Action  Drama  Mecha  Military  Sci-Fi,OVA,6.67,Soukyuu no Fafner: Arcadian Memory Action  Drama  Mecha  Military  Sci-Fi OVA
13679,Tottoko Hamtarou Hai!,Adventure  Kids,TV,6.67,Tottoko Hamtarou Hai! Adventure  Kids TV
30437,Wakako-zake,Seinen  Slice of Life,TV,6.67,Wakako-zake Seinen  Slice of Life TV
8598,Yuki,Adventure  Demons  Fantasy,Movie,6.67,Yuki Adventure  Demons  Fantasy Movie
24751,Akuma no Riddle: Shousha wa Dare? Nukiuchi Test,Action  Comedy  Ecchi  Shoujo Ai,Special,6.66,Akuma no Riddle: Shousha wa Dare? Nukiuchi Test Action  Comedy  Ecchi  Shoujo Ai Special
3800,Arrow Emblem Grand Prix no Taka,Cars  Drama  Sports,TV,6.66,Arrow Emblem Grand Prix no Taka Cars  Drama  Sports TV
31387,Aru Hi Inu no Kuni kara Tegami ga Kite,Drama  Shoujo,OVA,6.66,Aru Hi Inu no Kuni kara Tegami ga Kite Drama  Shoujo OVA
3081,Attacker You!,Action  Romance  Shoujo  Sports,TV,6.66,Attacker You! Action  Romance  Shoujo  Sports TV
1185,Battle Athletess Daiundoukai,Action  Comedy  Ecchi  Sci-Fi  Shounen  Space  Sports,OVA,6.66,Battle Athletess Daiundoukai Action  Comedy  Ecchi  Sci-Fi  Shounen  Space  Sports OVA
3389,Bus Gamer,Action,TV,6.66,Bus Gamer Action TV
5189,Chou Tokkyuu Hikarian,Action  Adventure  Kids,TV,6.66,Chou Tokkyuu Hikarian Action  Adventure  Kids TV
3035,Chouon Senshi Borgman,Action  Demons  Sci-Fi  Shounen,TV,6.66,Chouon Senshi Borgman Action  Demons  Sci-Fi  Shounen TV
2696,Crusher Joe (1989),Action  Adventure  Sci-Fi,OVA,6.66,Crusher Joe (1989) Action  Adventure  Sci-Fi OVA
21599,Fight Ippatsu! Juuden-chan!! OVA,Comedy  Ecchi  Sci-Fi,OVA,6.66,Fight Ippatsu! Juuden-chan!! OVA Comedy  Ecchi  Sci-Fi OVA
7744,Fight Ippatsu! Juuden-chan!! Specials,Comedy  Ecchi,Special,6.66,Fight Ippatsu! Juuden-chan!! Specials Comedy  Ecchi Special
3185,Fortune Quest L,Adventure  Comedy  Fantasy  Magic,TV,6.66,Fortune Quest L Adventure  Comedy  Fantasy  Magic TV
11307,Ginga Patrol PJ,Drama  Military  Sci-Fi  Space,TV,6.66,Ginga Patrol PJ Drama  Military  Sci-Fi  Space TV
10187,HenSemi (TV),Comedy  Ecchi  Seinen,TV,6.66,HenSemi (TV) Comedy  Ecchi  Seinen TV
10338,Honto ni Atta! Reibai Sensei,Comedy  School  Shounen  Supernatural,TV,6.66,Honto ni Atta! Reibai Sensei Comedy  School  Shounen  Supernatural TV
32214,Koukaku no Pandora,Action  Comedy  Ecchi  Sci-Fi,TV,6.66,Koukaku no Pandora Action  Comedy  Ecchi  Sci-Fi TV
2895,Kujiratori,Adventure,Movie,6.66,Kujiratori Adventure Movie
3054,La Seine no Hoshi,Adventure  Drama  Historical  Shoujo,TV,6.66,La Seine no Hoshi Adventure  Drama  Historical  Shoujo TV
12661,Light Lag,Music,Music,6.66,Light Lag Music Music
3391,Maicching Machiko-sensei,Comedy  Ecchi  School,TV,6.66,Maicching Machiko-sensei Comedy  Ecchi  School TV
4640,Maroko,Comedy  Sci-Fi,Movie,6.66,Maroko Comedy  Sci-Fi Movie
32446,MONSTER GENERATiON,Music,Music,6.66,MONSTER GENERATiON Music Music
30757,Monster Strike,Action  Fantasy  Game,ONA,6.66,Monster Strike Action  Fantasy  Game ONA
31144,Mottainai,Slice of Life,Special,6.66,Mottainai Slice of Life Special
31621,Ooyasan wa Shishunki!,Comedy  Slice of Life,TV,6.66,Ooyasan wa Shishunki! Comedy  Slice of Life TV
31797,Ore ga Ojousama Gakkou ni &quot;Shomin Sample&quot; Toshite Gets♥Sareta Ken Specials,Comedy  Ecchi  Harem  Romance  School,Special,6.66,Ore ga Ojousama Gakkou ni &quot;Shomin Sample&quot; Toshite Gets♥Sareta Ken Specials Comedy  Ecchi  Harem  Romance  School Special
682,Otogi Story Tenshi no Shippo,Comedy  Fantasy  Harem  Magic  Romance,TV,6.66,Otogi Story Tenshi no Shippo Comedy  Fantasy  Harem  Magic  Romance TV
438,Phantom The Animation,Action  Drama  Shounen,OVA,6.66,Phantom The Animation Action  Drama  Shounen OVA
16680,Pokemon Best Wishes! Season 2: Shinsoku no Genosect - Mewtwo Kakusei,Action  Adventure  Comedy  Fantasy  Kids,Movie,6.65,Pokemon Best Wishes! Season 2: Shinsoku no Genosect - Mewtwo Kakusei Action  Adventure  Comedy  Fantasy  Kids Movie
8709,Pokemon: Pikachu Koori no Daibouken,Adventure  Comedy  Fantasy  Kids,Special,6.66,Pokemon: Pikachu Koori no Daibouken Adventure  Comedy  Fantasy  Kids Special
10916,Pokemon: Pikachu no Fuyuyasumi (2000),Adventure  Comedy  Fantasy  Kids,OVA,6.67,Pokemon: Pikachu no Fuyuyasumi (2000) Adventure  Comedy  Fantasy  Kids OVA
25867,Rolling☆Girls,Action  Adventure  Slice of Life  Super Power,TV,6.66,Rolling☆Girls Action  Adventure  Slice of Life  Super Power TV
27741,Shounen Hollywood: Holly Stage for 50,Music  Shoujo  Slice of Life,TV,6.66,Shounen Hollywood: Holly Stage for 50 Music  Shoujo  Slice of Life TV
10384,Sono Hanabira ni Kuchizuke wo: Reo x Mai Diaries,Comedy  Romance  School  Shoujo Ai,ONA,6.66,Sono Hanabira ni Kuchizuke wo: Reo x Mai Diaries Comedy  Romance  School  Shoujo Ai ONA
2766,Super Doll Licca-chan,Adventure  Comedy  Magic,TV,6.66,Super Doll Licca-chan Adventure  Comedy  Magic TV
18799,Take Your Way,Action  Music  Seinen  Supernatural,Music,6.66,Take Your Way Action  Music  Seinen  Supernatural Music
4427,Tatakae!! Ramenman,Action  Adventure  Comedy  Martial Arts  Shounen,TV,6.66,Tatakae!! Ramenman Action  Adventure  Comedy  Martial Arts  Shounen TV
6468,Tensai Bakabon,Comedy  Slice of Life,TV,6.66,Tensai Bakabon Comedy  Slice of Life TV
5535,Tottoi,Adventure  Drama  Kids  Slice of Life,Movie,6.66,Tottoi Adventure  Drama  Kids  Slice of Life Movie
4387,UFO Robo Grendizer tai Great Mazinger,Mecha  Sci-Fi,Movie,6.66,UFO Robo Grendizer tai Great Mazinger Mecha  Sci-Fi Movie
715,Yume de Aetara,Comedy  Drama  Ecchi  Romance  Seinen,OVA,6.66,Yume de Aetara Comedy  Drama  Ecchi  Romance  Seinen OVA
12437,Yuri Seijin Naoko-san (2012),Comedy,OVA,6.66,Yuri Seijin Naoko-san (2012) Comedy OVA
15951,Amagami SS+ Plus Picture Drama,Romance,Special,6.65,Amagami SS+ Plus Picture Drama Romance Special
1370,Atama Yama,Comedy  Dementia  Fantasy,Movie,6.65,Atama Yama Comedy  Dementia  Fantasy Movie
1682,Baldr Force Exe Resolution,Action  Drama  Mecha  Sci-Fi,OVA,6.65,Baldr Force Exe Resolution Action  Drama  Mecha  Sci-Fi OVA
31573,Brave Beats,Adventure  Music,TV,6.65,Brave Beats Adventure  Music TV
16614,Busou Shinki OVA,Action  Sci-Fi,OVA,6.65,Busou Shinki OVA Action  Sci-Fi OVA
9558,Cheung gong chat hou,Kids,Movie,6.65,Cheung gong chat hou Kids Movie
3522,Choujin Locke,Action  Sci-Fi  Super Power,Movie,6.65,Choujin Locke Action  Sci-Fi  Super Power Movie
1794,Dirty Pair no Ooshoubu: Nolandia no Nazo,Action  Adventure  Comedy  Police  Sci-Fi,OVA,6.65,Dirty Pair no Ooshoubu: Nolandia no Nazo Action  Adventure  Comedy  Police  Sci-Fi OVA
9493,Dororon Enma-kun Meeramera,Action  Comedy  Ecchi  Fantasy  Magic  Super Power  Supernatural,TV,6.65,Dororon Enma-kun Meeramera Action  Comedy  Ecchi  Fantasy  Magic  Super Power  Supernatural TV
1189,Eden&#039;s Bowy,Action  Adventure  Fantasy  Romance  Sci-Fi,TV,6.65,Eden&#039;s Bowy Action  Adventure  Fantasy  Romance  Sci-Fi TV
5883,Examurai Sengoku,Action  Martial Arts  Samurai  Sci-Fi,TV,6.65,Examurai Sengoku Action  Martial Arts  Samurai  Sci-Fi TV
29231,Fushigiboshi no☆Futagohime Gyu! Recap,Comedy  Magic  Shoujo,OVA,6.65,Fushigiboshi no☆Futagohime Gyu! Recap Comedy  Magic  Shoujo OVA
2061,Gall Force 2: Destruction,Action  Military  Sci-Fi  Space,OVA,6.65,Gall Force 2: Destruction Action  Military  Sci-Fi  Space OVA
19271,Gekitou! Crush Gear Turbo: Kaizabaan no Chousen,Shounen  Sports,Movie,6.65,Gekitou! Crush Gear Turbo: Kaizabaan no Chousen Shounen  Sports Movie
3433,Go-Q-Choji Ikkiman,Sci-Fi  Sports,TV,6.65,Go-Q-Choji Ikkiman Sci-Fi  Sports TV
9900,Hamster Club,Kids,TV,6.65,Hamster Club Kids TV
8101,HenSemi,Comedy  Ecchi  Seinen,OVA,6.65,HenSemi Comedy  Ecchi  Seinen OVA
33309,Jie Mo Ren,Action  Fantasy  Mystery  Supernatural,ONA,6.65,Jie Mo Ren Action  Fantasy  Mystery  Supernatural ONA
3435,Joou Heika no Petite Angie,Historical  Mystery  Shoujo,TV,6.65,Joou Heika no Petite Angie Historical  Mystery  Shoujo TV
11583,Kami nomi zo Shiru Sekai: Natsu-iro Surprise,Music,Music,6.65,Kami nomi zo Shiru Sekai: Natsu-iro Surprise Music Music
5828,Kishin Douji Zenki Gaiden: Anki Kitan,Action  Supernatural,OVA,6.65,Kishin Douji Zenki Gaiden: Anki Kitan Action  Supernatural OVA
33118,Kuma Miko Specials,Comedy  Seinen,Special,6.65,Kuma Miko Specials Comedy  Seinen Special
3878,Mahou Shoujo Lalabel,Comedy  Magic  Shoujo  Slice of Life,TV,6.65,Mahou Shoujo Lalabel Comedy  Magic  Shoujo  Slice of Life TV
31448,Mahouka Koukou no Rettousei: Yoku Wakaru Mahouka! Special,Comedy  Magic,Special,6.64,Mahouka Koukou no Rettousei: Yoku Wakaru Mahouka! Special Comedy  Magic Special
32324,Major 2nd,Shounen  Sports,Special,6.65,Major 2nd Shounen  Sports Special
31560,Miss Monochrome: The Animation 3,Comedy  Music  Slice of Life,TV,6.66,Miss Monochrome: The Animation 3 Comedy  Music  Slice of Life TV
23943,Mobile Suit Gundam Unicorn: One of Seventy Two,Mecha,Special,6.65,Mobile Suit Gundam Unicorn: One of Seventy Two Mecha Special
4421,Moetan Specials,Comedy  Ecchi  Magic  School,Special,6.65,Moetan Specials Comedy  Ecchi  Magic  School Special
32829,Nobunaga no Shinobi,Comedy  Historical,TV,6.65,Nobunaga no Shinobi Comedy  Historical TV
6625,Nono-chan,Comedy  Slice of Life,TV,6.65,Nono-chan Comedy  Slice of Life TV
31452,Norn9: Norn+Nonet,Adventure  Fantasy  Josei  Romance,TV,6.65,Norn9: Norn+Nonet Adventure  Fantasy  Josei  Romance TV
32190,Omoi no Kakera,Slice of Life,Special,6.65,Omoi no Kakera Slice of Life Special
4910,Pokemon: Pikachu no Wanpaku Island,Adventure  Comedy  Fantasy  Kids,Special,6.65,Pokemon: Pikachu no Wanpaku Island Adventure  Comedy  Fantasy  Kids Special
4792,Pokemon: Pikachu Tankentai,Adventure  Comedy  Fantasy  Kids,Movie,6.65,Pokemon: Pikachu Tankentai Adventure  Comedy  Fantasy  Kids Movie
1298,Project A-Ko 4: Final,Action  Comedy  Mecha  Sci-Fi  Super Power,OVA,6.65,Project A-Ko 4: Final Action  Comedy  Mecha  Sci-Fi  Super Power OVA
17913,Redial,Music,Music,6.66,Redial Music Music
1693,Reideen,Action  Mecha  Sci-Fi,TV,6.65,Reideen Action  Mecha  Sci-Fi TV
13517,Ryuugajou Nanana no Maizoukin,Comedy  Supernatural,Special,6.66,Ryuugajou Nanana no Maizoukin Comedy  Supernatural Special
10687,Saint Seiya: Legend of Sanctuary,Adventure  Fantasy  Sci-Fi  Shounen,Movie,6.65,Saint Seiya: Legend of Sanctuary Adventure  Fantasy  Sci-Fi  Shounen Movie
19919,Tesagure! Bukatsumono,Parody  School  Slice of Life,TV,6.65,Tesagure! Bukatsumono Parody  School  Slice of Life TV
471,To Heart 2,Comedy  Drama  Harem  Romance  School  Slice of Life,TV,6.65,To Heart 2 Comedy  Drama  Harem  Romance  School  Slice of Life TV
2699,Uchuu Kaizoku Mito no Daibouken,Action  Comedy  Sci-Fi,TV,6.65,Uchuu Kaizoku Mito no Daibouken Action  Comedy  Sci-Fi TV
4371,Uchuu Senshi Baldios (Movie),Action  Mecha  Sci-Fi  Space,Movie,6.65,Uchuu Senshi Baldios (Movie) Action  Mecha  Sci-Fi  Space Movie
1233,Aozora Shoujo-tai,Action  Comedy  Military  Romance  Shounen,OVA,6.64,Aozora Shoujo-tai Action  Comedy  Military  Romance  Shounen OVA
17092,Dallyeola Hani,Sports,TV,6.64,Dallyeola Hani Sports TV
30127,Danchigai,Comedy  Slice of Life,TV,6.64,Danchigai Comedy  Slice of Life TV
17705,DD Hokuto no Ken (2013),Parody  Seinen,TV,6.64,DD Hokuto no Ken (2013) Parody  Seinen TV
660,Denshin Mamotte Shugogetten,Comedy  Fantasy  Magic  Romance  Shounen,OVA,6.64,Denshin Mamotte Shugogetten Comedy  Fantasy  Magic  Romance  Shounen OVA
4554,Dokkiri Doctor,Comedy  Slice of Life,TV,6.64,Dokkiri Doctor Comedy  Slice of Life TV
12885,Dynamic Super Robots Soushingekki,Action  Mecha  Sci-Fi  Shounen,Special,6.64,Dynamic Super Robots Soushingekki Action  Mecha  Sci-Fi  Shounen Special
31070,Etotama Specials,Action  Comedy  Fantasy,Special,6.64,Etotama Specials Action  Comedy  Fantasy Special
1733,eX-Driver: Nina &amp; Rei Danger Zone,Action  Cars  Sci-Fi,OVA,6.64,eX-Driver: Nina &amp; Rei Danger Zone Action  Cars  Sci-Fi OVA
1799,Fatal Fury: Legend of the Hungry Wolf,Action  Adventure  Drama  Martial Arts  Romance  Shounen,OVA,6.64,Fatal Fury: Legend of the Hungry Wolf Action  Adventure  Drama  Martial Arts  Romance  Shounen OVA
21373,Freezing Vibration Specials,Action  Comedy  Ecchi,Special,6.64,Freezing Vibration Specials Action  Comedy  Ecchi Special
125,Futakoi,Comedy  Romance  School,TV,6.64,Futakoi Comedy  Romance  School TV
8765,Futarigurashi,Comedy  Ecchi  Romance,TV,6.64,Futarigurashi Comedy  Ecchi  Romance TV
30531,Gakuen Handsome The Animation,Comedy  Parody  School  Shounen Ai,OVA,6.63,Gakuen Handsome The Animation Comedy  Parody  School  Shounen Ai OVA
8538,Gokujou!! Mecha Mote Iinchou Second Collection,Comedy  Romance  School  Shoujo,TV,6.64,Gokujou!! Mecha Mote Iinchou Second Collection Comedy  Romance  School  Shoujo TV
24695,Gokukoku no Brynhildr Special,Comedy  Ecchi  Harem  Sci-Fi  Seinen,Special,6.64,Gokukoku no Brynhildr Special Comedy  Ecchi  Harem  Sci-Fi  Seinen Special
14145,"Hanayaka Nari, Waga Ichizoku: Kinetograph",Drama  Historical  Josei,OVA,6.64,"Hanayaka Nari, Waga Ichizoku: Kinetograph Drama  Historical  Josei OVA"
20381,Jungle Taitei Movie,Adventure  Shounen,Movie,6.64,Jungle Taitei Movie Adventure  Shounen Movie
3100,Kamen Rider SD Kaiki?! Kumo Otoko,Action  Parody,OVA,6.64,Kamen Rider SD Kaiki?! Kumo Otoko Action  Parody OVA
5153,Kikou Kai Galient,Action  Fantasy  Mecha  Sci-Fi,TV,6.64,Kikou Kai Galient Action  Fantasy  Mecha  Sci-Fi TV
4504,Kinkyuu Hasshin Saver Kids,Action  Adventure  Comedy  Mecha  Sci-Fi,TV,6.64,Kinkyuu Hasshin Saver Kids Action  Adventure  Comedy  Mecha  Sci-Fi TV
21241,Kyoukai no Kanata: Idol Saiban! Mayoi Nagara mo Kimi wo Sabaku Tami,Comedy,ONA,6.64,Kyoukai no Kanata: Idol Saiban! Mayoi Nagara mo Kimi wo Sabaku Tami Comedy ONA
31866,Last Exile: Ginyoku no Fam Movie - Over the Wishes,Action  Adventure  Sci-Fi,Movie,6.64,Last Exile: Ginyoku no Fam Movie - Over the Wishes Action  Adventure  Sci-Fi Movie
6368,Legend of Regios,Magic,Special,6.64,Legend of Regios Magic Special
783,Miami Guns,Comedy  Ecchi  Police  Shounen,TV,6.64,Miami Guns Comedy  Ecchi  Police  Shounen TV
2306,Mobile Suit SD Gundam&#039;s Counterattack,Comedy  Mecha  Parody,OVA,6.64,Mobile Suit SD Gundam&#039;s Counterattack Comedy  Mecha  Parody OVA
4536,Muteki Robo Trider G7,Comedy  Mecha  Sci-Fi  Space,TV,6.64,Muteki Robo Trider G7 Comedy  Mecha  Sci-Fi  Space TV
8487,Onigamiden,Action  Demons  Supernatural,Movie,6.64,Onigamiden Action  Demons  Supernatural Movie
4013,Paul no Miracle Daisakusen,Action  Adventure  Kids,TV,6.64,Paul no Miracle Daisakusen Action  Adventure  Kids TV
10917,Pokemon: Pikachu no Fuyuyasumi (2001),Adventure  Comedy  Fantasy  Kids,OVA,6.64,Pokemon: Pikachu no Fuyuyasumi (2001) Adventure  Comedy  Fantasy  Kids OVA
1297,Project A-Ko 3: Cinderella Rhapsody,Action  Comedy  Mecha  Sci-Fi  Super Power,OVA,6.64,Project A-Ko 3: Cinderella Rhapsody Action  Comedy  Mecha  Sci-Fi  Super Power OVA
2031,Shining Tears X Wind,Action  Adventure  Fantasy  Magic,TV,6.64,Shining Tears X Wind Action  Adventure  Fantasy  Magic TV
6885,Sora no Manimani Specials,Comedy  School  Slice of Life,Special,6.64,Sora no Manimani Specials Comedy  School  Slice of Life Special
684,Tenshi no Shippo Chu!,Fantasy  Magic  Romance,TV,6.64,Tenshi no Shippo Chu! Fantasy  Magic  Romance TV
9531,Tezuka Osamu Monogatari: Boku wa Son Gokuu,Adventure,Special,6.64,Tezuka Osamu Monogatari: Boku wa Son Gokuu Adventure Special
21353,Tokyo ESP,Action  Comedy  Sci-Fi  Shounen  Super Power  Supernatural,TV,6.64,Tokyo ESP Action  Comedy  Sci-Fi  Shounen  Super Power  Supernatural TV
33377,Trickster: Edogawa Ranpo &quot;Shounen Tanteidan&quot; yori,Mystery,TV,6.64,Trickster: Edogawa Ranpo &quot;Shounen Tanteidan&quot; yori Mystery TV
4132,Wakakusa no Yon Shimai,Drama  Historical  Slice of Life,TV,6.64,Wakakusa no Yon Shimai Drama  Historical  Slice of Life TV
718,Yume de Aetara (TV),Comedy  Drama  Romance  Seinen  Slice of Life,TV,6.64,Yume de Aetara (TV) Comedy  Drama  Romance  Seinen  Slice of Life TV
30056,Amagi Brilliant Park: Wakuwaku Mini Theater - Rakugaki Backstage,Comedy,Special,6.63,Amagi Brilliant Park: Wakuwaku Mini Theater - Rakugaki Backstage Comedy Special
10196,Baby Princess 3D Paradise 0 [Love],Ecchi  Harem  Seinen,OVA,6.63,Baby Princess 3D Paradise 0 [Love] Ecchi  Harem  Seinen OVA
32311,Beautiful World,Action  Drama  Mecha  Music  Sci-Fi,Music,6.62,Beautiful World Action  Drama  Mecha  Music  Sci-Fi Music
13253,Blossom,Music,Movie,6.63,Blossom Music Movie
2640,Doraemon: It&#039;s Summer!,Adventure  Comedy  Fantasy  Kids  Shounen,Special,6.63,Doraemon: It&#039;s Summer! Adventure  Comedy  Fantasy  Kids  Shounen Special
33222,Fudanshi Koukou Seikatsu,Comedy  School  Shoujo  Slice of Life,TV,6.63,Fudanshi Koukou Seikatsu Comedy  School  Shoujo  Slice of Life TV
26053,Futari wa Precure: Splash☆Star Maji★Doki♥ Theater,Action  Comedy  Fantasy  Magic  Shoujo,Movie,6.63,Futari wa Precure: Splash☆Star Maji★Doki♥ Theater Action  Comedy  Fantasy  Magic  Shoujo Movie
6472,Gakkou no Kowai Uwasa: Hanako-san ga Kita!!,Horror,TV,6.63,Gakkou no Kowai Uwasa: Hanako-san ga Kita!! Horror TV
2062,Gall Force 3: Stardust War,Action  Military  Sci-Fi  Space,OVA,6.63,Gall Force 3: Stardust War Action  Military  Sci-Fi  Space OVA
2617,Ghiblies,Comedy,Special,6.63,Ghiblies Comedy Special
23137,Girls und Panzer Heartful Tank Disc Picture Drama,Military  School,Special,6.63,Girls und Panzer Heartful Tank Disc Picture Drama Military  School Special
8839,Gundam Neo Experience 0087: Green Divers,Adventure  Mecha  Space,Movie,6.63,Gundam Neo Experience 0087: Green Divers Adventure  Mecha  Space Movie
2207,Hamelin no Violin Hiki: The Movie,Adventure  Comedy  Fantasy,Movie,6.63,Hamelin no Violin Hiki: The Movie Adventure  Comedy  Fantasy Movie
25861,Inugami-san to Nekoyama-san Special,Comedy  School  Shoujo Ai,Special,6.63,Inugami-san to Nekoyama-san Special Comedy  School  Shoujo Ai Special
33129,Joker Game: Kuroneko Yoru no Bouken,Drama  Historical  Military  Seinen,Special,6.62,Joker Game: Kuroneko Yoru no Bouken Drama  Historical  Military  Seinen Special
6657,Joshikousei: Girl&#039;s High Specials,Comedy  Slice of Life,Special,6.63,Joshikousei: Girl&#039;s High Specials Comedy  Slice of Life Special
6375,Kagaku Ninja-tai Gatchaman F,Action  Adventure  Sci-Fi  Shounen,TV,6.63,Kagaku Ninja-tai Gatchaman F Action  Adventure  Sci-Fi  Shounen TV
3273,Kinnikuman (1984),Action  Comedy  Shounen  Sports,Movie,6.63,Kinnikuman (1984) Action  Comedy  Shounen  Sports Movie
6509,Kiteretsu Daihyakka,Comedy  Drama  Slice of Life,TV,6.63,Kiteretsu Daihyakka Comedy  Drama  Slice of Life TV
7430,Konjiki no Gash Bell!!: Ougon no Chichi wo Motsu Otoko,Action  Adventure  Comedy  Ecchi  Kids  Magic  Romance  Super Power  Supernatural,OVA,6.63,Konjiki no Gash Bell!!: Ougon no Chichi wo Motsu Otoko Action  Adventure  Comedy  Ecchi  Kids  Magic  Romance  Super Power  Supernatural OVA
10671,Morita-san wa Mukuchi.,Comedy  School  Slice of Life,TV,6.63,Morita-san wa Mukuchi. Comedy  School  Slice of Life TV
24175,Nozo x Kimi,Comedy  Ecchi  Romance  School  Shounen,OVA,6.63,Nozo x Kimi Comedy  Ecchi  Romance  School  Shounen OVA
17157,Nozoki Ana,Comedy  Drama  Ecchi,OVA,6.63,Nozoki Ana Comedy  Drama  Ecchi OVA
612,PetoPeto-san,Comedy  Fantasy  Romance  School,TV,6.63,PetoPeto-san Comedy  Fantasy  Romance  School TV
2842,Pokemon Fushigi no Dungeon: Shutsudou Pokemon Kyuujotai Ganbaruzu!,Adventure  Fantasy,Special,6.63,Pokemon Fushigi no Dungeon: Shutsudou Pokemon Kyuujotai Ganbaruzu! Adventure  Fantasy Special
4962,Rokumon Tengai Mon Colle Knights,Adventure  Comedy  Fantasy  Kids  Magic  Parody,TV,6.63,Rokumon Tengai Mon Colle Knights Adventure  Comedy  Fantasy  Kids  Magic  Parody TV
30088,Ryoutei no Aji,Slice of Life,Special,6.63,Ryoutei no Aji Slice of Life Special
8900,Saru Getchu: On Air 2nd,Adventure  Comedy  Fantasy  Kids  Romance  Shounen,TV,6.63,Saru Getchu: On Air 2nd Adventure  Comedy  Fantasy  Kids  Romance  Shounen TV
4067,Shin Megami Tensei Devil Children,Action  Adventure  Demons  Fantasy  Game  Kids  Magic  Sci-Fi  Supernatural,TV,6.63,Shin Megami Tensei Devil Children Action  Adventure  Demons  Fantasy  Game  Kids  Magic  Sci-Fi  Supernatural TV
1836,Shuffle! Memories,Comedy  Drama  Ecchi  Fantasy  Harem  Magic  Romance  School  Seinen,TV,6.63,Shuffle! Memories Comedy  Drama  Ecchi  Fantasy  Harem  Magic  Romance  School  Seinen TV
5583,Sonic: Night of the WereHog,Action,ONA,6.63,Sonic: Night of the WereHog Action ONA
1044,Taiyou no Ouji: Horus no Daibouken,Adventure  Drama  Magic,Movie,6.63,Taiyou no Ouji: Horus no Daibouken Adventure  Drama  Magic Movie
2560,Terra e...,Action  Drama  Sci-Fi  Shounen,Movie,6.63,Terra e... Action  Drama  Sci-Fi  Shounen Movie
2552,Tetsuko no Tabi,Comedy  Seinen  Slice of Life,TV,6.63,Tetsuko no Tabi Comedy  Seinen  Slice of Life TV
30250,Triage X: Recollection XOXO,Action  Ecchi  School  Shounen,OVA,6.63,Triage X: Recollection XOXO Action  Ecchi  School  Shounen OVA
12317,Upotte!!,Action  Comedy  Military  Seinen,ONA,6.63,Upotte!! Action  Comedy  Military  Seinen ONA
1276,Ys,Adventure  Demons  Drama  Fantasy  Magic,OVA,6.63,Ys Adventure  Demons  Drama  Fantasy  Magic OVA
